filename,width,height,class,xmin,ymin,xmax,ymax
imgPalm207_JPG.rf.a7cae03b2d3575a0e89c0d139ea0eabd.jpg,800,600,PalmAnom,121,0,653,576
imgPalm1002_JPG.rf.a276d40c1c9efd922964e7d1508621e4.jpg,800,600,PalmAnom,3,3,577,600
imgPalm1241_JPG.rf.a6e1fcec9f1e7e38dd4ecf00dfdb72e4.jpg,800,600,PalmAnom,132,393,560,600
imgPalm1241_JPG.rf.a6e1fcec9f1e7e38dd4ecf00dfdb72e4.jpg,800,600,PalmSan,287,0,748,337
imgPalm181_JPG.rf.a9f7ad8e45c44cf49d33566453d98912.jpg,800,600,PalmAnom,100,13,724,600
imgPalm50_JPG.rf.a9d78659f032a8ab7ca67e69a2da90d9.jpg,800,600,PalmSan,122,7,723,588
imgPalm616_JPG.rf.ad116067704bd6cb2ebd83ccfd987742.jpg,800,600,PalmAnom,0,133,362,600
imgPalm708_JPG.rf.aed2b6df74a3348e48d02ab3fda0c068.jpg,800,600,PalmSan,310,262,800,600
imgPalm708_JPG.rf.aed2b6df74a3348e48d02ab3fda0c068.jpg,800,600,PalmSan,0,0,283,355
imgPalm223_JPG.rf.a9c3251ede81b6eff71a30b223e40f4f.jpg,800,600,PalmSan,122,3,675,587
imgPalm1105_JPG.rf.b627a1074816c5c94845f28ac2d82edd.jpg,800,600,PalmAnom,302,230,660,568
imgPalm1105_JPG.rf.b627a1074816c5c94845f28ac2d82edd.jpg,800,600,PalmSan,0,0,388,447
imgPalm191_JPG.rf.b1a19a9406867ed27d2c08d56d94e32d.jpg,800,600,PalmAnom,203,30,677,597
imgPalm147_JPG.rf.af41c4ce7da670ae4d71313d8440a381.jpg,800,600,PalmSan,180,76,629,549
imgPalm134_JPG.rf.ae8e5725c139ed5aca05f2b092aea9e6.jpg,800,600,PalmSan,90,0,660,572
imgPalm166_JPG.rf.b94e69d55b1a12f70d5e5d20c79cd1d2.jpg,800,600,PalmAnom,186,105,635,600
imgPalm209_JPG.rf.bbbbc5bd63500d72c5fa1218809e68c8.jpg,800,600,PalmAnom,107,145,603,600
imgPalm47_JPG.rf.a84732404c7fbc37a1c50a90c5866ef2.jpg,800,600,PalmSan,125,35,686,565
imgPalm995_JPG.rf.aee698b3011f3def312e842b8c3e6c11.jpg,800,600,PalmAnom,77,0,675,529
imgPalm36_JPG.rf.b7d1ac0c1b363ea11f2f7e7f3fcc35cb.jpg,800,600,PalmAnom,142,95,702,591
imgPalm234_JPG.rf.b768ebe0675720abdd52ba06e8b60a79.jpg,800,600,PalmAnom,117,55,635,600
imgPalm22_JPG.rf.b057e7db60113d45a0368479e67a1143.jpg,800,600,PalmSan,75,7,717,600
imgPalm225_JPG.rf.b7b9ac753a7059a85a51116f0450c05d.jpg,800,600,PalmAnom,165,65,645,600
imgPalm146_JPG.rf.b3ce85610b7829797b65434b664324f1.jpg,800,600,PalmAnom,170,127,619,589
imgPalm173_JPG.rf.b19bc65a563321a8a4d7746154f7d656.jpg,800,600,PalmAnom,116,11,650,585
imgPalm3_JPG.rf.b883a967d11bf3196ff28205ef4cb08e.jpg,800,600,PalmAnom,33,4,752,595
imgPalm185_JPG.rf.aef6985de56780c5773143c0c49bf2a8.jpg,800,600,PalmSan,100,9,669,585
imgPalm785_JPG.rf.b960db55970c9823dcd7f90378d72f3c.jpg,800,600,PalmAnom,0,19,623,585
imgPalm1515_JPG.rf.bb087f853ecb80bbaa5e6b465f87a4a0.jpg,800,600,PalmSan,175,2,795,352
imgPalm767_JPG.rf.b8fa046a050265399171d9a2172fbd74.jpg,800,600,PalmSan,0,66,515,513
imgPalm1096_JPG.rf.bc2b26dd6daa5d86bc5ac29b94848829.jpg,800,600,PalmSan,376,56,800,591
imgPalm74_JPG.rf.bbe1d8550ab305ea49834f94db21b74e.jpg,800,600,PalmSan,133,22,709,546
imgPalm44_JPG.rf.bbbbf3523ef8ec334acf072793d2e2c7.jpg,800,600,PalmSan,113,13,782,600
imgPalm758_JPG.rf.c4e67e85c03e0bed4603991857578b0f.jpg,800,600,PalmSan,150,162,720,600
imgPalm1016_JPG.rf.bfa04a6033c909d0d38dcd3dd3fdf771.jpg,800,600,PalmSan,0,0,392,317
imgPalm1074_JPG.rf.c22b8a6cceeef8da7efab99ea413d7be.jpg,800,600,PalmSan,9,0,540,496
imgPalm156_JPG.rf.c002915530b145614717a156396fa085.jpg,800,600,PalmAnom,207,1,664,431
imgPalm212_JPG.rf.bd5c9024375f716f48c1dc0a448e47de.jpg,800,600,PalmAnom,153,6,765,600
imgPalm152_JPG.rf.bf9d8d2c4f35f70a4671bd4a01c1b774.jpg,800,600,PalmAnom,282,236,745,600
imgPalm152_JPG.rf.bf9d8d2c4f35f70a4671bd4a01c1b774.jpg,800,600,PalmAnom,0,29,336,419
imgPalm40_JPG.rf.bf32f64a74172179f5b0f05ebd2aa658.jpg,800,600,PalmSan,159,0,696,506
imgPalm893_JPG.rf.bda27a8d041dfab3b419e087bd187579.jpg,800,600,PalmAnom,30,52,492,486
imgPalm1237_JPG.rf.c47e61939ea073b704f9561bc98f5118.jpg,800,600,PalmAnom,444,0,796,246
imgPalm60_JPG.rf.c5dceffd301b8a0037e95929753eea22.jpg,800,600,PalmSan,186,40,638,566
imgPalm73_JPG.rf.c5df2f1c9e5ba7b8d9fa91f2ad0b7c6b.jpg,800,600,PalmSan,126,29,701,592
imgPalm201_JPG.rf.c7ad301b3d797f750d677c32555eb709.jpg,800,600,PalmSan,64,0,660,566
imgPalm1045_JPG.rf.c3631f58ba3328b8451c36c832c10697.jpg,800,600,PalmAnom,182,0,800,519
imgPalm1045_JPG.rf.c3631f58ba3328b8451c36c832c10697.jpg,800,600,PalmSan,0,236,313,600
imgPalm180_JPG.rf.c8af5f0f3691a41d167d391bb833f6cc.jpg,800,600,PalmAnom,106,0,643,560
imgPalm202_JPG.rf.c64a725818da4ccb952796e5322ee1de.jpg,800,600,PalmSan,225,303,554,600
imgPalm202_JPG.rf.c64a725818da4ccb952796e5322ee1de.jpg,800,600,PalmAnom,252,0,635,244
imgPalm202_JPG.rf.c64a725818da4ccb952796e5322ee1de.jpg,800,600,PalmSan,2,32,278,488
imgPalm137_JPG.rf.c78c7c7783af836a6eb727093e15fa2e.jpg,800,600,PalmSan,104,19,649,560
imgPalm880_JPG.rf.bfd2e680ef392183585dec6261d27abf.jpg,800,600,PalmAnom,60,135,646,596
imgPalm106_JPG.rf.c21e6be5133b8c557e55cbdaac74b2b0.jpg,800,600,PalmSan,239,46,664,566
imgPalm7_JPG.rf.c47c7117c8fec91aee54248a759c66c9.jpg,800,600,PalmAnom,87,0,800,600
imgPalm141_JPG.rf.c75c08c7a2c25fb43f1a60f1a8b6328c.jpg,800,600,PalmAnom,233,0,748,583
imgPalm15_JPG.rf.c3978cd6ee9aafe8c2b33331abc216c6.jpg,800,600,PalmSan,385,122,790,554
imgPalm15_JPG.rf.c3978cd6ee9aafe8c2b33331abc216c6.jpg,800,600,PalmAnom,35,0,455,350
imgPalm165_JPG.rf.bcc8533f7f370eb79fcd464fc00f8fb4.jpg,800,600,PalmAnom,130,5,704,600
imgPalm1242_JPG.rf.c78ca7068ea0dedbb90fff9a79ce74e7.jpg,800,600,PalmSan,312,61,792,544
imgPalm1005_JPG.rf.c02727fad8d7ab52fdce69ec3f812021.jpg,800,600,PalmAnom,232,0,800,600
imgPalm1005_JPG.rf.c02727fad8d7ab52fdce69ec3f812021.jpg,800,600,PalmSan,0,3,415,368
imgPalm1015_JPG.rf.c8d24ec90e8da3675143626ef686878c.jpg,800,600,PalmSan,0,43,660,590
imgPalm341_JPG.rf.ca4a385603bc6c6b9be2e14155255680.jpg,800,600,PalmSan,180,330,726,600
imgPalm341_JPG.rf.ca4a385603bc6c6b9be2e14155255680.jpg,800,600,PalmAnom,233,0,720,342
imgPalm103_JPG.rf.cc60abb70d502222d7fe4932b91afb7c.jpg,800,600,PalmSan,170,36,603,554
imgPalm1114_JPG.rf.ca3815b807d0836a6c2ebf18a35ab134.jpg,800,600,PalmAnom,75,137,612,600
imgPalm55_JPG.rf.d1dc3e5b0ec1912bd792a557a37e40df.jpg,800,600,PalmSan,59,13,753,562
imgPalm101_JPG.rf.d077dc8ecb27c5d2398bb261d9b21def.jpg,800,600,PalmSan,203,82,659,592
imgPalm177_JPG.rf.d397bc037540407c410b77a683263ea9.jpg,800,600,PalmAnom,173,17,771,600
imgPalm109_JPG.rf.cbaba01bab0e0fe99075a765fb452b66.jpg,800,600,PalmSan,232,72,697,542
imgPalm804_JPG.rf.cc2e7a415a1bd9aff52b90bae9304285.jpg,800,600,PalmSan,109,77,778,600
imgPalm1097_JPG.rf.c8f567bfd2ca96832cc30797e217e6f2.jpg,800,600,PalmAnom,0,0,404,448
imgPalm199_JPG.rf.ca6d71b40db4122b31e8e3410a939b84.jpg,800,600,PalmAnom,70,265,666,600
imgPalm199_JPG.rf.ca6d71b40db4122b31e8e3410a939b84.jpg,800,600,PalmAnom,186,0,685,257
imgPalm227_JPG.rf.d06ff8a6c4e0c90d5011a99b9d785ac6.jpg,800,600,PalmSan,147,53,710,570
imgPalm328_JPG.rf.ca4cffc5e41da97c45712014b8509494.jpg,800,600,PalmSan,46,79,613,541
imgPalm82_JPG.rf.ca61ff036bae975d8bf9e0008844997a.jpg,800,600,PalmSan,126,19,617,575
imgPalm110_JPG.rf.d5d1bc3b14eb6473e64e5f384d215630.jpg,800,600,PalmSan,146,6,702,581
imgPalm35_JPG.rf.d192e7d87e212a83c634edc3d04c3e45.jpg,800,600,PalmSan,220,309,696,600
imgPalm35_JPG.rf.d192e7d87e212a83c634edc3d04c3e45.jpg,800,600,PalmAnom,213,0,739,313
imgPalm61_JPG.rf.cfcdfa8e49f0aea4f93ec5a8b38aac38.jpg,800,600,PalmAnom,185,255,629,600
imgPalm61_JPG.rf.cfcdfa8e49f0aea4f93ec5a8b38aac38.jpg,800,600,PalmSan,251,0,665,246
imgPalm61_JPG.rf.cfcdfa8e49f0aea4f93ec5a8b38aac38.jpg,800,600,PalmSan,0,0,270,393
imgPalm65_JPG.rf.d53fc7a345494ebeeb6be70211f8bfe0.jpg,800,600,PalmSan,129,15,539,512
imgPalm434_JPG.rf.d339f8a14dff0b2b46d2e697fa8f5b6e.jpg,800,600,PalmSan,173,110,659,545
imgPalm78_JPG.rf.d8227cfd068babbfbf0e7ea989bd3ef8.jpg,800,600,PalmSan,169,53,659,566
imgPalm138_JPG.rf.cba56f2b151a3da837af24c42454fa4a.jpg,800,600,PalmAnom,133,0,666,587
imgPalm39_JPG.rf.d6971d81ba3c7fe5f2a08f8142739239.jpg,800,600,PalmSan,142,0,691,570
imgPalm108_JPG.rf.cb9c87e100ed2bec0bdf935eaaa4f379.jpg,800,600,PalmSan,175,59,666,575
imgPalm31_JPG.rf.d8b166ae0f57e60ef746d882a7a0bbe0.jpg,800,600,PalmSan,217,13,677,529
imgPalm68_JPG.rf.d83c249fec51959f1606659ba9fd7014.jpg,800,600,PalmSan,140,26,651,588
imgPalm182_JPG.rf.cb75b7eeefb862f79c18941130114ca3.jpg,800,600,PalmSan,220,17,766,462
imgPalm779_JPG.rf.daa59cd6a33564814aabf5d2da854019.jpg,800,600,PalmAnom,20,13,438,390
imgPalm113_JPG.rf.d6edc27ebd659c14701cfac8957eee65.jpg,800,600,PalmSan,212,46,685,576
imgPalm1066_JPG.rf.e1d22891f845451eb70981f40295c04f.jpg,800,600,PalmAnom,43,2,457,367
imgPalm1066_JPG.rf.e1d22891f845451eb70981f40295c04f.jpg,800,600,PalmAnom,475,0,800,266
imgPalm62_JPG.rf.df4b8e186b57d00b6f251145f792b2b9.jpg,800,600,PalmSan,177,43,704,594
imgPalm529_JPG.rf.dfe6852c4573b0aee24aed7cb0f10c6d.jpg,800,600,PalmAnom,277,99,590,380
imgPalm219_JPG.rf.ef46179cfc9c36997fe20df717639bb1.jpg,800,600,PalmAnom,184,25,688,580
imgPalm176_JPG.rf.f2e60902ece0397653312a2c31fcd888.jpg,800,600,PalmSan,51,0,683,577
imgPalm186_JPG.rf.f22a586db15cdb31fae64f9642b63efd.jpg,800,600,PalmSan,169,3,694,580
imgPalm765_JPG.rf.f3804b5b31f38198c66480f85eaf87d7.jpg,800,600,PalmSan,0,114,526,590
imgPalm119_JPG.rf.e4416d2c29e83ae417cf9972d2105a0d.jpg,800,600,PalmSan,110,36,675,577
imgPalm116_JPG.rf.df12c5f05ed57850b8d5cb2ebf24cae3.jpg,800,600,PalmSan,166,45,638,577
imgPalm12_JPG.rf.f234709d9d4d44af4c8aae2f3cc36ee5.jpg,800,600,PalmAnom,190,16,706,583
imgPalm911_JPG.rf.de906e7521cda980bef0f5b344614879.jpg,800,600,PalmSan,129,75,636,594
imgPalm112_JPG.rf.e61ab438489ea2dbeffd10387b44de42.jpg,800,600,PalmAnom,229,6,675,273
imgPalm112_JPG.rf.e61ab438489ea2dbeffd10387b44de42.jpg,800,600,PalmSan,210,265,600,569
imgPalm226_JPG.rf.f0606d00ca88440a6d95d7009ae7183b.jpg,800,600,PalmSan,146,30,681,570
imgPalm1067_JPG.rf.e2d815bc8e02f8cbc8f823637c39f2a7.jpg,800,600,PalmAnom,49,175,461,550
imgPalm1067_JPG.rf.e2d815bc8e02f8cbc8f823637c39f2a7.jpg,800,600,PalmAnom,506,123,796,486
imgPalm232_JPG.rf.e7b5c1c45d0bd656e9bef78585728d9b.jpg,800,600,PalmAnom,155,43,640,567
imgPalm941_JPG.rf.f35f32af694ef67be5c611c2e6c4c263.jpg,800,600,PalmSan,27,37,627,593
imgPalm190_JPG.rf.db36712b514354f5f4d8476e088ef308.jpg,800,600,PalmSan,188,63,620,527
imgPalm159_JPG.rf.de160611379a198ee2d9e35d67602f9c.jpg,800,600,PalmAnom,150,0,697,600
imgPalm150_JPG.rf.ce95c00e35516f22c692fef8070618bc.jpg,800,600,PalmSan,72,7,730,600
imgPalm792_JPG.rf.ed9cddb5528be786d781145b89e15c10.jpg,800,600,PalmSan,62,9,624,487
imgPalm70_JPG.rf.f2880e1f3679d304484ad1ba692288d1.jpg,800,600,PalmSan,197,19,691,503
imgPalm26_JPG.rf.f2c33293a2625efb47b77da19eddd98c.jpg,800,600,PalmSan,81,0,642,572
imgPalm126_JPG.rf.e04f0c03a0498c1d2e58423bd2f8359f.jpg,800,600,PalmSan,165,26,710,519
imgPalm59_JPG.rf.e83620f1621f303bb5093e1a1363eddb.jpg,800,600,PalmSan,235,19,648,518
imgPalm4_JPG.rf.e45de3a5d439d5e100303cd4e8766315.jpg,800,600,PalmAnom,56,0,800,600
imgPalm1238_JPG.rf.f54a1238cd446ec0a6f8cd45876d43a6.jpg,800,600,PalmAnom,427,59,790,465
imgPalm1238_JPG.rf.f54a1238cd446ec0a6f8cd45876d43a6.jpg,800,600,PalmSan,28,29,339,331
imgPalm135_JPG.rf.f4765f2a82613d064511a96c386c950c.jpg,800,600,PalmAnom,0,191,495,583
imgPalm135_JPG.rf.f4765f2a82613d064511a96c386c950c.jpg,800,600,PalmSan,349,5,800,473
imgPalm28_JPG.rf.f73d4b0f859c2356b499ed1ade55e526.jpg,800,600,PalmSan,150,0,725,577
imgPalm667_JPG.rf.fa0caacd9767707b18c01bdac46ec2b7.jpg,800,600,PalmSan,16,49,608,600
imgPalm143_JPG.rf.f7487ad4d777798cbeaec1edffaf0a72.jpg,800,600,PalmAnom,150,22,649,598
imgPalm198_JPG.rf.f5b281524eb2d221fc0603c2132acb48.jpg,800,600,PalmAnom,130,43,650,446
imgPalm10_JPG.rf.f781f7707d79367cf3f2c07c5ae1df6a.jpg,800,600,PalmSan,79,5,787,593
imgPalm128_JPG.rf.fbbcc7ec5fa511a2ec68ec9821d1d6ee.jpg,800,600,PalmSan,211,42,632,528
imgPalm155_JPG.rf.fd497596307d0cfe16a0143a1e87642a.jpg,800,600,PalmSan,59,0,649,560
imgPalm806_JPG.rf.f8be6dbea319a8ebb9caa57ee4b7590e.jpg,800,600,PalmAnom,90,111,791,600
imgPalm24_JPG.rf.f912e41d3c122577b5bb5ee0cee11f7e.jpg,800,600,PalmAnom,179,13,728,594
imgPalm267_JPG.rf.fbcca41fab2078b129726d71bb8f03ca.jpg,800,600,PalmAnom,93,96,580,482
imgPalm221_JPG.rf.fe626fbabcbe65ed30257bf52937c6d1.jpg,800,600,PalmAnom,0,0,463,423
imgPalm221_JPG.rf.fe626fbabcbe65ed30257bf52937c6d1.jpg,800,600,PalmSan,456,183,797,588
imgPalm606_JPG.rf.fc42bc3e74542fd73b2a7ee49b870823.jpg,800,600,PalmSan,163,0,675,376
imgPalm651_JPG.rf.fcaa50044813403b22ef10720e6d3229.jpg,800,600,PalmAnom,103,30,715,582
imgPalm157_JPG.rf.f9b67da591f9ea7471694fe1af323fa2.jpg,800,600,PalmAnom,186,39,640,545
imgPalm104_JPG.rf.fb768396825782652cf7a2f2c1c5a49d.jpg,800,600,PalmSan,196,12,708,600
imgPalm164_JPG.rf.fb7c66882c13b7d0a4404b7c98fc7f4e.jpg,800,600,PalmAnom,146,6,745,600
imgPalm90_JPG.rf.f9c0d6d5872227cbb0c35102ee56f8ca.jpg,800,600,PalmAnom,209,3,712,600
imgPalm161_JPG.rf.ff6b7a5e1e1df96c8a41d76a8e61e313.jpg,800,600,PalmAnom,186,39,593,545
imgPalm1057_JPG.rf.f528bbe5e3fddc2595009d4ebbdf052d.jpg,800,600,PalmSan,497,0,800,530
imgPalm1057_JPG.rf.f528bbe5e3fddc2595009d4ebbdf052d.jpg,800,600,PalmAnom,0,0,404,264
imgPalm928_JPG.rf.f91fd2cb8297b9a1aa9ea7372a6a5c3b.jpg,800,600,PalmSan,312,62,800,600
imgPalm59_JPG.rf.f9de05512608ce350d5019d6021e2258.jpg,800,600,PalmAnom,150,205,649,600
imgPalm59_JPG.rf.f9de05512608ce350d5019d6021e2258.jpg,800,600,PalmAnom,182,0,695,190
imgPalm133_JPG.rf.0426edaa3c8084d7a6e2647d099856c7.jpg,800,600,PalmAnom,147,30,588,454
imgPalm133_JPG.rf.0426edaa3c8084d7a6e2647d099856c7.jpg,800,600,PalmAnom,5,310,268,600
imgPalm133_JPG.rf.0426edaa3c8084d7a6e2647d099856c7.jpg,800,600,PalmAnom,436,0,800,244
imgPalm133_JPG.rf.0426edaa3c8084d7a6e2647d099856c7.jpg,800,600,PalmSan,472,256,800,600
imgPalm175_JPG.rf.0447cbe8ebe1b168f893bb5bcb19b1a7.jpg,800,600,PalmAnom,84,0,700,579
imgPalm203_JPG.rf.06bd2a4a321ba55168edff92dce65b82.jpg,800,600,PalmAnom,220,33,684,600
imgPalm205_JPG.rf.05cb91da71d226b90bd6a20c93c9f37b.jpg,800,600,PalmAnom,175,12,704,598
imgPalm167_JPG.rf.0630315b4429f8cdf9a5df0f5c90aea2.jpg,800,600,PalmSan,107,0,712,575
imgPalm149_JPG.rf.09174290cc500aa9aba69edad6bc8e65.jpg,800,600,PalmSan,105,0,788,600
imgPalm9_JPG.rf.0237cb5c69944e62d7be0a2732a1bfce.jpg,800,600,PalmAnom,55,7,754,600
imgPalm196_JPG.rf.032478f541db9db198d6c30035f68ba6.jpg,800,600,PalmAnom,139,36,758,594
imgPalm204_JPG.rf.056a5f9b82c4427a50119fab8871bc56.jpg,800,600,PalmAnom,119,17,673,581
imgPalm197_JPG.rf.09080f4d04059db3749eec3c48bed306.jpg,800,600,PalmSan,113,230,595,600
imgPalm197_JPG.rf.09080f4d04059db3749eec3c48bed306.jpg,800,600,PalmAnom,152,0,672,239
imgPalm1059_JPG.rf.003054e87b0e486b3f1243be6207517e.jpg,800,600,PalmAnom,3,242,378,600
imgPalm198_JPG.rf.0921f5f0159d10d891850631f106ab98.jpg,800,600,PalmAnom,145,50,715,590
imgPalm194_JPG.rf.09af30798a98d125df62da6fa368bcc6.jpg,800,600,PalmSan,215,13,665,548
imgPalm290_JPG.rf.0c1c43507f42495d331d3039360c209c.jpg,800,600,PalmSan,83,326,521,600
imgPalm83_JPG.rf.172b0db2dc50a947688c42a0644cf478.jpg,800,600,PalmSan,142,6,744,581
imgPalm1120_JPG.rf.0be08c8d0a4653dfc31740ae9fdbf5ab.jpg,800,600,PalmSan,0,59,542,600
imgPalm1120_JPG.rf.0be08c8d0a4653dfc31740ae9fdbf5ab.jpg,800,600,PalmAnom,465,0,800,542
imgPalm1115_JPG.rf.0c7239d6baf6b76d9762c16b51e6a638.jpg,800,600,PalmSan,113,2,800,514
imgPalm115_JPG.rf.0dde7aa25c1faf18efcaed30f178c1a8.jpg,800,600,PalmSan,229,77,658,575
imgPalm187_JPG.rf.1d45ac8eb173c84fff691c60bc9182d2.jpg,800,600,PalmSan,175,0,761,600
imgPalm112_JPG.rf.0bc5d2df008035f9a70cad0408fe79e0.jpg,800,600,PalmSan,207,45,739,578
imgPalm1273_JPG.rf.0f8a181e2480f6ab50c3db7de2d7b85d.jpg,800,600,PalmSan,3,55,340,600
imgPalm1273_JPG.rf.0f8a181e2480f6ab50c3db7de2d7b85d.jpg,800,600,PalmSan,326,309,800,600
imgPalm148_JPG.rf.159e92c1c18e28066a369c6e3044b6e0.jpg,800,600,PalmSan,72,7,692,600
imgPalm224_JPG.rf.17a23dc1121094f99bcb1358f6a7ebc9.jpg,800,600,PalmAnom,206,117,494,496
imgPalm224_JPG.rf.17a23dc1121094f99bcb1358f6a7ebc9.jpg,800,600,PalmSan,490,12,800,385
imgPalm224_JPG.rf.17a23dc1121094f99bcb1358f6a7ebc9.jpg,800,600,PalmAnom,0,0,303,258
imgPalm224_JPG.rf.17a23dc1121094f99bcb1358f6a7ebc9.jpg,800,600,PalmSan,472,379,784,600
imgPalm224_JPG.rf.17a23dc1121094f99bcb1358f6a7ebc9.jpg,800,600,PalmAnom,5,269,249,600
imgPalm304_JPG.rf.18cf86e75941625ed851434aa9b377e5.jpg,800,600,PalmSan,107,233,703,600
imgPalm304_JPG.rf.18cf86e75941625ed851434aa9b377e5.jpg,800,600,PalmSan,92,0,657,248
imgPalm17_JPG.rf.1afeca746255417327918e7264ff3308.jpg,800,600,PalmAnom,58,0,672,592
imgPalm122_JPG.rf.1bd0ea8d467be801f7405d28ae090123.jpg,800,600,PalmSan,163,63,653,566
imgPalm41_JPG.rf.1f6bcaf330da04ff1dee42d6b565d3e8.jpg,800,600,PalmSan,105,7,761,582
imgPalm2_JPG.rf.0a190f34c0ead99fb285c35e3df98487.jpg,800,600,PalmAnom,72,10,733,598
imgPalm1308_JPG.rf.201088a7f43ac789842cabb06953f2f7.jpg,800,600,PalmSan,3,82,558,600
imgPalm77_JPG.rf.0debe6aec9ede69144781403484f2db3.jpg,800,600,PalmAnom,203,30,576,454
imgPalm179_JPG.rf.1ed51136b3c64d45671e4d29be2e1af8.jpg,800,600,PalmAnom,159,15,738,568
imgPalm410_JPG.rf.2132a3250fdac7923ee699002064bdd9.jpg,800,600,PalmSan,159,49,723,566
imgPalm706_JPG.rf.1e911890b3e719660c21f0ee9e32d14b.jpg,800,600,PalmSan,223,75,800,589
imgPalm48_JPG.rf.114881658de7e2950da10641d8a17194.jpg,800,600,PalmSan,136,62,681,591
imgPalm669_JPG.rf.0cc3b4ebfaf9aa8307c33a3802b52b0d.jpg,800,600,PalmSan,20,76,702,600
imgPalm1103_JPG.rf.19213eeda7f9bc431ab92e98c0413346.jpg,800,600,PalmAnom,26,204,531,600
imgPalm18_JPG.rf.1038963bcd67f585fc60982f0edac3bd.jpg,800,600,PalmSan,66,0,668,569
imgPalm1276_JPG.rf.1dad78ea3cb1a77fc1a6dd0ceaebede1.jpg,800,600,PalmAnom,215,327,621,600
imgPalm92_JPG.rf.22f510c1617582867ab36dae2c17fa2f.jpg,800,600,PalmSan,112,42,629,598
imgPalm1073_JPG.rf.26b5c377a99e67e3bc4951ece35c6cee.jpg,800,600,PalmSan,76,275,590,600
imgPalm189_JPG.rf.2154701b235be26eb5786556f7c10ce1.jpg,800,600,PalmSan,136,25,676,577
imgPalm210_JPG.rf.22373f1a0f9cba3aef85191a309eb755.jpg,800,600,PalmAnom,167,96,630,590
imgPalm213_JPG.rf.24b1ad715975fb332f7366cfbb380410.jpg,800,600,PalmAnom,169,12,750,600
imgPalm170_JPG.rf.243ea6883cc62a14a7c2443bcad86bd4.jpg,800,600,PalmSan,129,17,729,600
imgPalm225_JPG.rf.27aae24f83950cb3c82fc240f2e83061.jpg,800,600,PalmAnom,512,82,800,492
imgPalm225_JPG.rf.27aae24f83950cb3c82fc240f2e83061.jpg,800,600,PalmAnom,179,330,584,600
imgPalm228_JPG.rf.250c110eb4aed38b804cf0045346f97b.jpg,800,600,PalmAnom,52,42,758,600
